userName,user.Count,user.Categories.Countuser.FavoritesCount,user.FollowersCount,user.FriendsCount,user.ListedCount,user.Location,user.Name,user.Notifications,user.Page,user.ScreenName,user.ScreenNameList,user.ScreenNameResponse,user.Slug,user.Status,user.StatusesCount,user.TimeZone,user.Type,user.Url,user.UserID,user.UserIdList,user.UserIDResponse,user.UtcOffset,user.Verified
ajplus,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Tweets2Motivate,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
keithellison,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
PsychicWaugh,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
noumanbayyinah,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MuslimAdvocates,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TariqRamadan,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
hamzayusuf,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
IngridMattson,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TaheraHAhmad,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ahmedswek,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Ahmedelomari,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
bbarhoush,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
xsaifahmadx,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
hesham_cs,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
amrelhady4000,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
GwadyM,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
amr_darrag,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
zeintawfik,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MohammedMAHSOOB,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
hatemazzam,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ayaa00,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
samykamaleldeen,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
deBeauxOs1,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ImamSuhaibWebb,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
RITOnline,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
oare91,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Deanofcomedy,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
BigDataBlogs,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
HappyAnalytics,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Anwarika1,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
n_i_a_d,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
horyaa25,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TheRealDrZafar,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
drntash,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
hafouri,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
NasserALFahadi,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
hisham9,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DrPaulWatters,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
BaraaEbarals,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
abualayham,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MozillaGigabit,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
FIware,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ORNL,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MajedAlRubaian,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
alhdyan1435,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
moatazmatar,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
sallykohn,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
parnexius,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Veracode,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ThinkThruMath,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
kevhahn,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
freelanceswtest,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
achillean,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
gtrnoc,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
icse2015,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ProceraNetworks,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Attack_Secure,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DSUIA,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
secugenius,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ComputerSociety,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
usc_dcresearch,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EmanAbouelatta,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
craigmatsumoto,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
OpenFlowNetwork,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
nixcraft,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
wikileaks,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TechFieldDay,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
SunilSKhandekar,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
nuagenetworks,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
networkstatic,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
sdxtech,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
OpenNetSummit,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ekoparty,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
sdxcentral,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
HPE_TechScvs,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
CienaBluePlanet,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
pluribusnet,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
bigswitch,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MadhuVenugopal,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
softlab_brussel,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
opticalinsider,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
PlexxiInc,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
martin_casado,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
pica8,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Sathnam,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DickWinchester,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
BBCTimD,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MandiKeighran,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EmmaKennedy,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EuroGuido,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
steenrosenbak,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
highnorthKultur,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
CCriadoPerez,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
borsendk,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
jyllandsposten,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ThomasBerntH,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
cocker_too,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
AnjliRaval,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
adamsp,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
StineMynster,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
rbrharrison,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EconCharlesRead,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ian_a_jones,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
khalid4PB,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
FrancisFlisiuk,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
JamesEdgar,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DinnerRoast,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
jonniebond007,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
johnlewis,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TorstenBell,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
BMPubAffairs,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
zerohedge,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
CBItweets,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
jonathan_michie,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ChrispyTravel,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
UKTIEvents,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MarkChapmanUKTI,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
mollyelisabth,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MagnusHHaslebo,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
michaelboye,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
BoardReadyWomen,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
aiww,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EmmaSmWall,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
TU_Muenchen,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
JulieBoenec,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ProfitGuideUK,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
PaulVale,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
wenhiggins,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
tv2newsdk,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DavidAllenGreen,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ITVAlexC,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
stevenbeaven,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
NewsAtTen,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
RossalynWarren,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
susana_mendonca,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
MicrosoftHelps,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
thisisglobal,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
pearsonplc,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Pearsonlabs,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
timothy_stanley,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
xpenti,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
SaxoBankME,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
jessphillips,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
EJ_Burrows,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
designcentret,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
NelsonMandela,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
ClareMacCarthy,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
DanRCorry,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
LibertyLndnGirl,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
HWCHC,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
federalreserve,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
SoulTreeWine,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
Bolneyestate,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
david_cox4,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
drinkscharityUK,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
AndyJackson_UK,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
StefSimanowitz,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
KevinDGaskell,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
jonforsyth,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
laura_cphtales,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
KobenhavnPoliti,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
daschles,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
wstauk,0,0604,47,140,2,,Izzat Alsmadi,False,0,,,ialsmadi,,LinqToTwitter.Status,117,,Show,,0,,1976215495,0,False
