user1.UserID,user1.Name,node1,user2.UserID,user2.Name,node2
0,براء الصحفي,BaraaEbarals,0,SextonKarla,SextonKarla
0,براء الصحفي,BaraaEbarals,0,Dr. Dan Ivankovich,IvankovichMD
0,براء الصحفي,BaraaEbarals,0,عبدالرحيم شاكر,SahafiAseel
0,براء الصحفي,BaraaEbarals,0,هاشتاق جدة,hash_jeddah
0,براء الصحفي,BaraaEbarals,0,بيع متابعين,folowerss4sale
0,براء الصحفي,BaraaEbarals,0,صدقة ل سعيد بامفلح,omarsb799
0,براء الصحفي,BaraaEbarals,0,Henry Mlenzi,henrymlenzi
0,براء الصحفي,BaraaEbarals,0,saudi20521,AliSaudi20521
0,براء الصحفي,BaraaEbarals,0,د. جلاد ❗️❗️113k,Glaad77
0,براء الصحفي,BaraaEbarals,0,رضا,vOKBWPO19xIZTPt
0,براء الصحفي,BaraaEbarals,0,أماني الغامدي,law_amani
0,براء الصحفي,BaraaEbarals,0,Ahmed,ahmed050151
0,براء الصحفي,BaraaEbarals,0,agreatplacetobe,dotuk
0,براء الصحفي,BaraaEbarals,0,issazraras,zraraissa70
0,براء الصحفي,BaraaEbarals,0,ابتدي,ibtdi
0,براء الصحفي,BaraaEbarals,0,Terri Bauman,TerriBauman
0,براء الصحفي,BaraaEbarals,0,Kenan Malas طرابزون,StepToWorld
0,براء الصحفي,BaraaEbarals,0,بصمة للتسويق الرقمي,ibassma_comp
0,براء الصحفي,BaraaEbarals,0,Fumie Baldock,kipafamisiqe
0,براء الصحفي,BaraaEbarals,0,toneapi,toneapi
0,براء الصحفي,BaraaEbarals,0,Warren Knight,WarrenKnight
0,براء الصحفي,BaraaEbarals,0,Allen Little,AllenjBig
0,براء الصحفي,BaraaEbarals,0,هاوي اسطنبول ☪,istanbul_q8
0,براء الصحفي,BaraaEbarals,0,Rana,RanaBentNawaf
0,براء الصحفي,BaraaEbarals,0,YoHobby Chicago,YoHobbyCH
0,براء الصحفي,BaraaEbarals,0,GrowthHackers SMB,GrowthHackerSMB
0,براء الصحفي,BaraaEbarals,0,Vedilo,VediloSMM
0,براء الصحفي,BaraaEbarals,0,Momo Diene Ludovic,LudovicMomo
0,براء الصحفي,BaraaEbarals,0,مجلس الجودة,QualityEF_24
0,براء الصحفي,BaraaEbarals,0,MadeSimple,MadeSimpleGroup
0,براء الصحفي,BaraaEbarals,0,Tim Fargo,alphabetsuccess
0,براء الصحفي,BaraaEbarals,0,Highrise Habits,HR_Habits
0,براء الصحفي,BaraaEbarals,0,Ahmed al amir ,ahmedmo37624851
0,براء الصحفي,BaraaEbarals,0,عقاراتنا في مكة,OK1_O
0,براء الصحفي,BaraaEbarals,0,مقاولات عظم/ ديكورات,EngDesign11
0,Majed A.  AlRubaian,MajedAlRubaian,0,مجروح انا منك,magrohanamnk
0,Majed A.  AlRubaian,MajedAlRubaian,0,قلبي دايب و انت غايب,albydayb
0,Majed A.  AlRubaian,MajedAlRubaian,0,Alaa Marzouk,AlaaMarzouk6
0,Majed A.  AlRubaian,MajedAlRubaian,0,تسويق ذكي,smart4sa
0,Majed A.  AlRubaian,MajedAlRubaian,0,فكر بمشروعك,4u_Project1
0,Majed A.  AlRubaian,MajedAlRubaian,0,اسأل الرياضAskRiyadh,Ask_Alriyadh1
0,Majed A.  AlRubaian,MajedAlRubaian,0,Oᒪᗪ ᑭᕼOTOᔕ & ᙖᗩᙅOᑎ,photosandbacon
0,Majed A.  AlRubaian,MajedAlRubaian,0,قسم الحجامة/مجمع دنت,hajama_dent
0,Majed A.  AlRubaian,MajedAlRubaian,0,eb2b_Communications,eb2b_comms
0,Majed A.  AlRubaian,MajedAlRubaian,0,Davide Bennato,Tecnoetica
0,Majed A.  AlRubaian,MajedAlRubaian,0,Science Node™,SciNode
0,Majed A.  AlRubaian,MajedAlRubaian,0,Data science blogs,dsguidebiz
0,Majed A.  AlRubaian,MajedAlRubaian,0,Abdulhakeem Almoneef,7keemM
0,Majed A.  AlRubaian,MajedAlRubaian,0,متجر منتجات التجميل,333XNN
0,Majed A.  AlRubaian,MajedAlRubaian,0,Valentino Zocca,MilanHighTech
0,Majed A.  AlRubaian,MajedAlRubaian,0,Travis Wright,teedubya
0,Majed A.  AlRubaian,MajedAlRubaian,0,ICDM 2016,icdm2016
0,Majed A.  AlRubaian,MajedAlRubaian,0,Haya,kaledra00
0,Majed A.  AlRubaian,MajedAlRubaian,0,M,JustMij9
0,Majed A.  AlRubaian,MajedAlRubaian,0,الخطاط المصمم الآغا,alaghaarts1
0,Majed A.  AlRubaian,MajedAlRubaian,0,تيتشر حاسب خصوصية,Tof4shopping
0,Majed A.  AlRubaian,MajedAlRubaian,0,علي بن محمّد الثوابي,althawaby
0,Majed A.  AlRubaian,MajedAlRubaian,0,Stratos Safioleas,stratosathens
0,Majed A.  AlRubaian,MajedAlRubaian,0,EAS استشارات,KsaEas
0,Majed A.  AlRubaian,MajedAlRubaian,0,عبدالعزيز العمران,AzOmran
0,Majed A.  AlRubaian,MajedAlRubaian,0,Happy Data Scientist,TheSmartJokes
0,Majed A.  AlRubaian,MajedAlRubaian,0,طور ذاتك,developtherself
0,Majed A.  AlRubaian,MajedAlRubaian,0,Aac Solutions,Aac_Solutions
0,Majed A.  AlRubaian,MajedAlRubaian,0,Hatem Omran,Hatem644291251
0,Majed A.  AlRubaian,MajedAlRubaian,0,Maldif المالديف,Maaldif
0,Majed A.  AlRubaian,MajedAlRubaian,0,Raphael,RaphaelUdu01
0,Majed A.  AlRubaian,MajedAlRubaian,0,Kirk Borne,KirkDBorne
0,Majed A.  AlRubaian,MajedAlRubaian,0,Giorgos Psistakis,Giorgosps
0,Majed A.  AlRubaian,MajedAlRubaian,0,Blendo,blendoapp
0,Majed A.  AlRubaian,MajedAlRubaian,0,tt,Reeem96h
0,Majed A.  AlRubaian,MajedAlRubaian,0,Promise,OhLifeWords
0,Majed A.  AlRubaian,MajedAlRubaian,0,Наталья Агашина,AgashinaNatalya
0,Majed A.  AlRubaian,MajedAlRubaian,0,Ronald van Loon,Ronald_vanLoon
0,Majed A.  AlRubaian,MajedAlRubaian,0,سعد الربيعان,srobiaan
0,Majed A.  AlRubaian,MajedAlRubaian,0,عبد الاله العقيلي,hail_subway
0,Majed A.  AlRubaian,MajedAlRubaian,0,عبدالله السلامة,aassalamah
0,Majed A.  AlRubaian,MajedAlRubaian,0,saleh abdullah,saleh_abdullah0
0,Majed A.  AlRubaian,MajedAlRubaian,0,الطائر الفضي,abd10014
0,Majed A.  AlRubaian,MajedAlRubaian,0,Naah Farrent,xewykabotol
0,Majed A.  AlRubaian,MajedAlRubaian,0,مبرمجة و مصممة مواقع,devolper2005
0,Majed A.  AlRubaian,MajedAlRubaian,0,Abdullah Al-Barakati,Albarakati45
0,Majed A.  AlRubaian,MajedAlRubaian,0,ابي وظيفه لوسعوده,aaaaawwwww0
0,Majed A.  AlRubaian,MajedAlRubaian,0,موسى سويلم,m0504221105
0,Majed A.  AlRubaian,MajedAlRubaian,0,د. سلمان علي بن وهف,DR_SAQ
0,Majed A.  AlRubaian,MajedAlRubaian,0,ramadaanabde,ramadaana33
0,Majed A.  AlRubaian,MajedAlRubaian,0,Herbert Chang,herbert_chang64
0,Majed A.  AlRubaian,MajedAlRubaian,0,د صالح السليم,salehms2
0,Majed A.  AlRubaian,MajedAlRubaian,0,m3ir,m3ir555
0,Majed A.  AlRubaian,MajedAlRubaian,0,آصف,Asif1408Aaw1408
0,Majed A.  AlRubaian,MajedAlRubaian,0,Nitin Agarwal,agarwalnitin
0,Majed A.  AlRubaian,MajedAlRubaian,0,Jimmy xu,MKTJimmyxu
0,Majed A.  AlRubaian,MajedAlRubaian,0,Fawzia BJ,fa5042
0,Majed A.  AlRubaian,MajedAlRubaian,0,Jay Byungkyu Kang,penguinkang
0,Majed A.  AlRubaian,MajedAlRubaian,0,Amal AlMansour,amal_almansour
0,Majed A.  AlRubaian,MajedAlRubaian,0,Saud Alashri,salashri
0,Majed A.  AlRubaian,MajedAlRubaian,0,jagalooo,jagalooo_ma
0,Majed A.  AlRubaian,MajedAlRubaian,0,شمس الإدارة,shmsalidarh
0,Majed A.  AlRubaian,MajedAlRubaian,0,لؤي الزهير,LAlzuhair
0,Majed A.  AlRubaian,MajedAlRubaian,0,المقاولون,Contractors_sa
0,Majed A.  AlRubaian,MajedAlRubaian,0,Virayya Neperi,veeru667
0,Majed A.  AlRubaian,MajedAlRubaian,0,Sammy Zayed,ZayedSammy
0,Majed A.  AlRubaian,MajedAlRubaian,0,Giancarlo Orsini,orsini70
0,Majed A.  AlRubaian,MajedAlRubaian,0,بيت الصائغ التاريخي,0ada63d8dac2465
0,Majed A.  AlRubaian,MajedAlRubaian,0,Khan Imran,khanimran2563
0,Majed A.  AlRubaian,MajedAlRubaian,0,FuturICT,FuturICT
0,Majed A.  AlRubaian,MajedAlRubaian,0,منصور الشايع,mia19772009
0,Majed A.  AlRubaian,MajedAlRubaian,0,ابواحمد,almotakif
0,Majed A.  AlRubaian,MajedAlRubaian,0,allconferencecfpaler,allconferencecf
0,Majed A.  AlRubaian,MajedAlRubaian,0,التواصل الخاص,t206767
0,Majed A.  AlRubaian,MajedAlRubaian,0,Dandelion API,dandelionapi
0,Majed A.  AlRubaian,MajedAlRubaian,0,م. حسن مثنى الحربي,hasanalialharbi
0,Majed A.  AlRubaian,MajedAlRubaian,0,الرياض - عمان,7r8fdFX1EJHNdhY
0,Majed A.  AlRubaian,MajedAlRubaian,0,Happy Analytics,HappyAnalytics
0,Majed A.  AlRubaian,MajedAlRubaian,0,Om Omar ,omkhalid99
0,Majed A.  AlRubaian,MajedAlRubaian,0,Scent,AlgoScent
0,Majed A.  AlRubaian,MajedAlRubaian,0,HouseholdVGoods,HouseholdVGoods
0,Majed A.  AlRubaian,MajedAlRubaian,0,أريج الحقيل ,areejalhogail
0,OpenDaylight Project,OpenDaylightSDN,0,Alice Bonasio,alicebonasio
0,OpenDaylight Project,OpenDaylightSDN,0,Olaoye David,david_olaoye
0,OpenDaylight Project,OpenDaylightSDN,0,Arroyo Networks,Arroyo_Networks
0,OpenDaylight Project,OpenDaylightSDN,0,Arthur Török,torok_arthur
0,OpenDaylight Project,OpenDaylightSDN,0,I+D Telco,imasdtelco
0,OpenDaylight Project,OpenDaylightSDN,0,Dhirendra soni,f049e0fcacd54e3
0,OpenDaylight Project,OpenDaylightSDN,0,David C. Smith,davidc_smith
0,OpenDaylight Project,OpenDaylightSDN,0,111 Town Square Pl,111TSP
0,OpenDaylight Project,OpenDaylightSDN,0,Samurai Sales,samurai_sales
0,OpenDaylight Project,OpenDaylightSDN,0,Лена Линник,zZlSubOHZk5JuZn
0,OpenDaylight Project,OpenDaylightSDN,0,Michael Baddeley,mike_baddeley
0,OpenDaylight Project,OpenDaylightSDN,0,Greg McVey,mcvey_greg
0,OpenDaylight Project,OpenDaylightSDN,0,nook,nook_iw
0,OpenDaylight Project,OpenDaylightSDN,0,Terri Howard,MsTerriHoward
0,OpenDaylight Project,OpenDaylightSDN,0,Excedo Solutions,excedo
0,OpenDaylight Project,OpenDaylightSDN,0,Mark Luther,markrluth
0,OpenDaylight Project,OpenDaylightSDN,0,ig: LiveLiLiBlog,LiveLiLiBlog
0,OpenDaylight Project,OpenDaylightSDN,0,Daniel,daniel_rodri
0,OpenDaylight Project,OpenDaylightSDN,0,Jim Jansma,jim_jansma
0,OpenDaylight Project,OpenDaylightSDN,0,Mosiuoa Tsietsi,mtsietsi
0,OpenDaylight Project,OpenDaylightSDN,0,Kelly Haslinger,kelly_haslinger
0,OpenDaylight Project,OpenDaylightSDN,0,Nadia Zabehi,brighthorizonn
0,OpenDaylight Project,OpenDaylightSDN,0,MC,jmellocrz
0,OpenDaylight Project,OpenDaylightSDN,0,Robert Verlic,rverlic1
0,OpenDaylight Project,OpenDaylightSDN,0,Abhishek Narvekar,dhrtisoftware
0,OpenDaylight Project,OpenDaylightSDN,0,C. Cho,f_gator
0,OpenDaylight Project,OpenDaylightSDN,0,MetTel Fox,MetTelFox
0,OpenDaylight Project,OpenDaylightSDN,0,HengtongLi,LiHengtong
0,OpenDaylight Project,OpenDaylightSDN,0,CAMILO A. RUIZ C.,CamiloAruizc
0,OpenDaylight Project,OpenDaylightSDN,0,Susan Dianto,diantosu
0,OpenDaylight Project,OpenDaylightSDN,0,Karl Cooke,extremesoda
0,OpenDaylight Project,OpenDaylightSDN,0,hariharasudhan,hari_premkumar
0,OpenDaylight Project,OpenDaylightSDN,0,Ngwe Chae,NgweChae
0,OpenDaylight Project,OpenDaylightSDN,0,Sriram Subramanian,sriramhere
0,OpenDaylight Project,OpenDaylightSDN,0,Katty,KatitaPeraltah
0,OpenDaylight Project,OpenDaylightSDN,0,Matteo Zunino,MatteoZunino1
0,OpenDaylight Project,OpenDaylightSDN,0,Tarun Punhani,tarunpun
0,OpenDaylight Project,OpenDaylightSDN,0,Nirina Rambelo,nirinamao
0,OpenDaylight Project,OpenDaylightSDN,0,Ogedengbe Olatokunbo,hollatokunbo
0,OpenDaylight Project,OpenDaylightSDN,0,Dirk Wallerstorfer,wall_dirk
0,OpenDaylight Project,OpenDaylightSDN,0,David Wilde,electronetica
0,OpenDaylight Project,OpenDaylightSDN,0,multipass,giveawaytoworld
0,OpenDaylight Project,OpenDaylightSDN,0,Maoon Rashed,maoonr
0,OpenDaylight Project,OpenDaylightSDN,0,Brad Harris,kaabharris
0,OpenDaylight Project,OpenDaylightSDN,0,Ahmed M. Dirie,AhmedMDirie
0,OpenDaylight Project,OpenDaylightSDN,0,amitpiri@2016,amitpiri2014
0,OpenDaylight Project,OpenDaylightSDN,0,Martyn Hughes,MartynHughes
0,OpenDaylight Project,OpenDaylightSDN,0,JunHo,Oh,o9764
0,OpenDaylight Project,OpenDaylightSDN,0,Michael Godley,godley_michael
0,OpenDaylight Project,OpenDaylightSDN,0,arun mohan,linuxmohan
0,OpenDaylight Project,OpenDaylightSDN,0,Patrick Dung,mpatdung
0,OpenDaylight Project,OpenDaylightSDN,0,Dorthy Ramos,richardiqexema1
0,OpenDaylight Project,OpenDaylightSDN,0,Nelson,mr_nill
0,OpenDaylight Project,OpenDaylightSDN,0,badis,Badis_Ahmed
0,OpenDaylight Project,OpenDaylightSDN,0,K Gavrilenko,KGavrilenko
0,OpenDaylight Project,OpenDaylightSDN,0,Monal Jain,monal94
0,OpenDaylight Project,OpenDaylightSDN,0,Engineering Kolkata,NeuvooEngKolka
0,OpenDaylight Project,OpenDaylightSDN,0,Brenda Lopez,BrendaL85891326
0,OpenDaylight Project,OpenDaylightSDN,0,Ildiko Vancsa,IldikoVancsa
0,OpenDaylight Project,OpenDaylightSDN,0,Landerx,Landerextremo
0,OpenDaylight Project,OpenDaylightSDN,0,Danny Tsoi,danny_tsoi
0,OpenDaylight Project,OpenDaylightSDN,0,imVision,imvision_tech
0,OpenDaylight Project,OpenDaylightSDN,0,VAkilaSenthil,akila_senthil
0,OpenDaylight Project,OpenDaylightSDN,0,John Protacio,john_protacio
0,OpenDaylight Project,OpenDaylightSDN,0,황봉남,hwangbongnam
0,OpenDaylight Project,OpenDaylightSDN,0,Hyejin You,AppleGhost
0,OpenDaylight Project,OpenDaylightSDN,0,Luxexcel 3D printing,Luxexcel
0,OpenDaylight Project,OpenDaylightSDN,0,KarmaDogzProductionz,KarmaDogz
0,OpenDaylight Project,OpenDaylightSDN,0,Persida,PersidaPop
0,OpenDaylight Project,OpenDaylightSDN,0,Dario Prester,DarioPrester
0,OpenDaylight Project,OpenDaylightSDN,0,Bart Van de Velde,bartvandevelde
0,OpenDaylight Project,OpenDaylightSDN,0,Abhilash,amAbhilash
0,OpenDaylight Project,OpenDaylightSDN,0,immune69,immune69
0,OpenDaylight Project,OpenDaylightSDN,0,IoTForum,IoT_Forum
0,OpenDaylight Project,OpenDaylightSDN,0,Zeta,ZawMinHtun19
0,OpenDaylight Project,OpenDaylightSDN,0,shaha khan,shahakhan10
0,OpenDaylight Project,OpenDaylightSDN,0,Dorian Cork,likibazygana
0,OpenDaylight Project,OpenDaylightSDN,0,Gerardo Littman,glittmanj
0,OpenDaylight Project,OpenDaylightSDN,0,John McCormack,johnmcco
0,OpenDaylight Project,OpenDaylightSDN,0,Jackie Reyes,jjro33
0,OpenDaylight Project,OpenDaylightSDN,0,Robert Reive,robertreive
0,OpenDaylight Project,OpenDaylightSDN,0,satyam gupta,satyamg79514739
0,OpenDaylight Project,OpenDaylightSDN,0,Rohit Chauhan,rohitchauhan259
0,OpenDaylight Project,OpenDaylightSDN,0,Jim Magrish,jrmagrish
0,OpenDaylight Project,OpenDaylightSDN,0,Max,MaxLongName
0,OpenDaylight Project,OpenDaylightSDN,0,Indranil Choudhury,Indranil0nline
0,OpenDaylight Project,OpenDaylightSDN,0,Krishnapal Durg Dhwa,DurgDhwa
0,OpenDaylight Project,OpenDaylightSDN,0,zaza,pasha1904
0,OpenDaylight Project,OpenDaylightSDN,0,khin lay mon,khinlaymon22
0,OpenDaylight Project,OpenDaylightSDN,0,Su Su,SuKhinsandar
0,OpenDaylight Project,OpenDaylightSDN,0,Q3 technologies,q3technologies
0,OpenDaylight Project,OpenDaylightSDN,0,Alan Robertson,OSSAlanR
